Date,ABEV,AC,AMXB,AXIA3,BAP,BBAS3,BBD,BIMBOA,BSAC,CEMEXCPO,CENCOSUD,CIB,FALABELLA,FEMSAUBD,GCARSOA1,GFNORTEO,GGB,GMEXICOB,ISA,ITSA4,ITUB,PAC,PBR,PBR-A,RENT3,SBSP3,SCCO,SQM,VALE,VIV,WALMEX,WEGE3
2006-02-28,-0.00920162606964875,0.0,-0.008253142466248864,0.0,-0.008980640354455005,0.0,-0.007209003743468001,-0.016038930900332815,-0.0187738698540707,-0.017564270374403,-0.003244852779009655,-0.005470844681721321,0.018287908097492256,-0.0016585035834340012,0.0,-0.0007804601576988368,-0.0021894360884406883,-0.030094077511591877,0.005071805833254395,0.0,-0.007316058881118859,-0.005194963709724831,-0.011923529137783273,-0.01353808595897732,0.0,0.0,0.014797912101436106,-0.002043192772679614,-0.022994194225071984,0.004262688871806697,-0.005654572515202183,0.0
2006-03-01,0.02626327473807155,0.0,0.028861332667687423,0.01989376149194566,0.0013355575244475837,0.029082185326102294,0.03786589167496879,0.025277674349560186,0.010681779531933167,0.012555757192060035,0.007528018312854989,0.01332129570694729,-0.001648926178437371,0.013518872226475409,0.0,0.02277640879601517,0.0470978825775652,0.05755163327816715,0.013400442294397408,0.018250350984600205,0.023593852327955522,0.037483281087989706,0.05186412504518212,0.06452257805964523,0.03784211222381206,0.03341854765986996,0.013716037850970864,-0.010282013119322864,0.03325575141030801,0.0231245422393489,0.008304604275106708,0.0
2006-03-02,0.011124786909529727,0.0,-0.0010743658400786948,-0.026317155136194703,-0.01988294268421642,-0.01145969609674613,0.001700291484056038,0.0010503768458383078,-0.002085459522359834,-0.006258355085437817,-0.001614131018408571,0.02846327563956841,0.010767180742401017,0.00424881189085502,0.0,-0.0038240461380083524,0.03936528904330361,0.027408650337922724,-0.010033745916331327,0.015832225039001224,-0.002994297024426551,0.013289141213468358,0.005732154789856336,0.0046785854477642275,-0.006920539571566575,0.0015480281972927168,0.038505817148890564,0.0,-0.0008340142751914748,0.014851665088458477,0.010202391042441583,0.0
2006-03-03,0.010468224377869706,0.0,-0.0005372380542627564,-0.006688901450945028,-0.023416805146894593,0.008607160702944983,-0.00935469980883763,-0.010553998792333985,-0.004393844900033805,0.008690052389233482,0.02551970565316708,-0.006745642297514731,0.01207256248031996,-0.0029393489850146892,0.0,-0.0015338437731911014,0.004013070133160435,0.02933946922936137,-0.022090661762696584,-0.0052492391626044466,-0.004507405553806909,-0.021685344265482964,0.0010777210684664862,0.00314574008561741,0.010891767521281515,-0.007441187774021307,0.01830196832882014,-0.0053059617527020375,-0.00125185893047286,-0.011118128992023468,-0.0009828682514512188,0.0
2006-03-06,-0.013441316207616183,0.0,0.02127731621043938,-0.036450640729958295,-0.008748895389437461,-0.018197094691159377,-0.043459093069245336,-0.027428671045110153,-0.029363780071532064,-0.00853670933962114,0.020651386440365904,-0.06630607660431176,-0.0066027327228592725,-0.00975096849960222,0.0,-0.027228392952928004,-0.040454608343482246,-0.02319806789951695,-0.03853360689203367,-0.014846553218344771,-0.02953397242529976,-0.018723743880449728,-0.03597316782772264,-0.04168546129982453,0.029930505545631148,-0.006974355803359755,-0.044989601326263395,-0.014483287001183509,-0.028373842387797055,-0.009569768978166193,-0.017524127066097073,0.0
2006-03-07,-0.028828257210931574,0.0,-0.054623022674783694,-0.02585320894942411,-0.05009159166697286,-0.016498999985268936,-0.042868871761431615,-0.04004969404650782,-0.018965112512326465,-0.029519099062071952,-0.01672237636289875,-0.025478959586708427,-0.019542732110310546,-0.025422180782839643,0.0,-0.03449982557529285,-0.041291586692419724,-0.03425347179031979,0.0,-0.025975642627833306,-0.033836844202196015,-0.0017199657422977133,-0.03986782851555026,-0.051509983463416065,0.0,-0.02772044137160462,-0.028929412204771632,-0.02199818687849664,-0.03987403426608127,-0.028839460064113975,-0.010731008193550107,0.0
2006-03-08,-0.008672367026789085,0.0,-0.016251499505571365,-0.0011912367739537189,-0.009281675826960711,0.014679035635578375,-0.02752721879480724,0.009320780578494059,-0.024280288862596144,0.004248461816512172,0.0068006431016804925,0.02705018657929026,-0.006644616454608787,0.002819249344200525,0.0,-0.03700315211224492,-0.004355573512549116,-0.0003518956982822008,0.03163724481429586,-0.007705071254756224,-0.022325353088192057,-0.0034484047035028276,-0.005126517009020448,-0.005762095448205606,-0.01550429099095274,-0.007762961763675025,-0.015488693769549311,-0.014763508226661282,-0.024893358718947933,0.02297012661058595,-0.019405118620559048,0.0
2006-03-09,-0.011018691164369598,0.0,0.005071775607475404,-0.015616102536239573,0.02468353513669097,-0.016529388058564187,-0.03346521223071197,-0.007619721427725157,-0.0058796522451229905,-0.0006284717333833179,-0.014437565879704017,-0.02640517805057474,0.006644616454608787,0.009638085745947933,0.0,0.0,-0.008327981716055533,-0.01883911646308789,0.006896362077737805,-0.039441677331347846,-0.023514706989488987,0.017123988765887166,-0.027113824103539352,-0.027074952834972743,-0.03713940686764694,0.01786533786220873,-0.003203435741454097,-0.007023592455872141,-0.031660407830717885,-0.007598624142390431,-0.03071799919942686,0.0
2006-03-10,0.023028251840627234,0.0,-0.0022508104916438842,0.04913585048446034,0.0007272013096630836,0.03975463743858443,0.03635751465868409,0.0048042890548571915,-0.00431847031056809,0.003919993728777271,0.0037079127005563706,0.035779917843654196,0.0033719657739936792,0.014834535629367984,0.0,-0.002119713163219572,0.006142944598918065,0.032477539134386335,0.013652159551376108,0.03501276849013074,0.0337536225245737,0.003389872404945038,0.015600254648942657,0.019469039461631477,0.03713940686764694,0.000599444492705048,0.02459490192746694,0.005622901917702761,0.02268330681348285,0.012213419504707002,0.020352012808345865,0.0
2006-03-13,-0.0033371936494685506,0.0,0.01952651208073819,-0.013460303390186557,-0.034402838614938425,0.02130609603470912,0.010446704473357382,0.008701862054411924,-0.0034228174236667908,0.012132811034192947,0.0015735796240194944,0.007128505287779419,0.013048842890370338,-0.005951315477132457,0.0,0.021415892418994886,0.0074095451529903045,0.0017355982625808508,-0.013652159551376108,0.009938620389318531,0.02819026483846765,0.03164272668139079,0.007768744397152361,0.010426844459475282,-0.03713940686764694,-0.006541413950492514,-0.0011274630993198809,0.005330068534894039,0.0016168650645442817,-0.017311105299894658,0.01002254102721345,0.0
2006-03-14,0.018764783959158704,0.0,0.01915209509890259,0.061174021548942026,0.003006386157452745,0.008500269027235108,0.023366509319876272,0.010287951191918054,0.018344905836441994,0.003087231131011947,-0.009082063092770376,0.019892194864463253,0.009272912164899338,-0.002546182748696335,0.0,0.014845390319846885,0.02571944549020122,0.02160955170456047,-0.010363094887535063,0.035621575014236906,0.032686243705595475,0.00653604652137707,0.035248591730671075,0.04175920110772635,-0.013605692841866857,0.00826924364453785,0.021826277668947736,0.02197886531797555,0.018752309404535428,0.022321876597479973,0.007536657488953935,0.0
2006-03-15,0.030158009250554174,0.0,0.014528440537850074,0.015484021960625594,-0.005644543980228622,0.006542066258386603,0.021593258395845805,-0.004435968891567166,0.014260464622586788,0.04121664457091834,-0.004452658332877668,0.016029011761844014,-0.009272912164899338,0.05592636279791385,0.0,0.0032695280494081658,0.03737957595613706,-0.00442145325751242,0.017212389014554574,-0.003187005337800808,0.01503788983309684,0.046150161805637246,0.02437520011816874,0.026302372477243985,0.0,0.0029848199418218146,-0.00024495498792220793,0.01295928784112843,0.021737397345243048,0.024681947745989863,-0.0030763943852041287,0.0
2006-03-16,-0.0026560115570515297,0.0,0.001601281500520857,0.01439500269852445,0.0033905636451661003,0.00017251611316626558,0.005943335961870355,0.014071092805811869,-0.01740717119772195,0.03330977578985017,0.004294038905113595,0.005087641015629973,0.011078162212168507,0.015907205982480743,0.0,0.014982937908287752,-0.0016321500262479471,0.0006814711770029014,0.006802865424356597,0.026248422274072647,-0.0012194947731285488,0.016656228012012164,-0.0016581333547174282,-0.011066844645165164,0.0,-0.0023203299957572643,0.0001222591044229837,-0.0010101474755834783,-0.00244100793509916,0.014923208795880383,0.016636137496676806,0.0
